soft_reset,PARM_LEARN,FINISH_STEP,ACCUMULATE_EVENT_MILITIME,EVENT_COUNT,EVENT_TH,TP,TN,FP,FN,Precision,Recall,Accuracy,Energy per inference,Spike Rate
True,False,5,80,False,0.05,201,358,11,30,94.81,87.01,93.16666666780556,1.4448282570356241e-08,0.8445287942886353
