soft_reset,PARM_LEARN,FINISH_STEP,ACCUMULATE_EVENT_MILITIME,EVENT_COUNT,EVENT_TH,TP,TN,FN,FP,Precision,Recall,Accuracy,Energy per inference,Spike Rate
True,False,5,80,False,0.05,1854,3267,195,84,95.67,90.48,94.83333333342901,3.7119459506129715e-08,0.37510430812835693
