# frame times for dvs-video.avi
# frame# time(s)
0	  0.016563
1	  0.026563
2	  0.036563
3	  0.046563
4	  0.056563
5	  0.066563
6	  0.076563
7	  0.086563
8	  0.096563
9	  0.106563
10	  0.116563
11	  0.126563
12	  0.136563
13	  0.146563
14	  0.156563
15	  0.166563
16	  0.176563
17	  0.186563
18	  0.196563
19	  0.206563
20	  0.216563
21	  0.226563
22	  0.236563
23	  0.246563
24	  0.256563
25	  0.266563
26	  0.276563
27	  0.286563
28	  0.296563
29	  0.306563
30	  0.316563
31	  0.326563
32	  0.336563
33	  0.346563
34	  0.356563
35	  0.366563
36	  0.376563
37	  0.386563
38	  0.396563
39	  0.406563
40	  0.416563
41	  0.426563
42	  0.436563
43	  0.446563
44	  0.456563
45	  0.466563
46	  0.476563
47	  0.486563
48	  0.496563
49	  0.506563
50	  0.516563
51	  0.526563
52	  0.536563
53	  0.546563
54	  0.556563
55	  0.566563
56	  0.576563
57	  0.586563
58	  0.596563
59	  0.606563
60	  0.616563
61	  0.626563
62	  0.636563
63	  0.646563
64	  0.656563
65	  0.666563
66	  0.676563
67	  0.686563
68	  0.696563
69	  0.706563
70	  0.716563
71	  0.726563
72	  0.736563
73	  0.746563
74	  0.756563
75	  0.766563
76	  0.776563
77	  0.786563
78	  0.796563
79	  0.806563
80	  0.816563
81	  0.826563
82	  0.836563
83	  0.846563
84	  0.856563
85	  0.866563
86	  0.876563
87	  0.886563
88	  0.896563
89	  0.906563
90	  0.916563
91	  0.926563
92	  0.936563
93	  0.946563
94	  0.956563
95	  0.966563
96	  0.976563
97	  0.986563
98	  0.996563
