# frame times for dvs-video.avi
# frame# time(s)
0	  0.017500
1	  0.027500
2	  0.037500
3	  0.047500
4	  0.057500
5	  0.067500
6	  0.077500
7	  0.087500
8	  0.097500
9	  0.107500
10	  0.117500
11	  0.127500
12	  0.137500
13	  0.147500
14	  0.157500
15	  0.167500
16	  0.177500
17	  0.187500
18	  0.197500
19	  0.207500
20	  0.217500
21	  0.227500
22	  0.237500
23	  0.247500
24	  0.257500
25	  0.267500
26	  0.277500
27	  0.287500
28	  0.297500
29	  0.307500
30	  0.317500
31	  0.327500
32	  0.337500
33	  0.347500
34	  0.357500
35	  0.367500
36	  0.377500
37	  0.387500
38	  0.397500
39	  0.407500
40	  0.417500
41	  0.427500
42	  0.437500
43	  0.447500
44	  0.457500
45	  0.467500
46	  0.477500
47	  0.487500
48	  0.497500
49	  0.507500
50	  0.517500
51	  0.527500
52	  0.537500
53	  0.547500
54	  0.557500
55	  0.567500
56	  0.577500
57	  0.587500
58	  0.597500
59	  0.607500
60	  0.617500
61	  0.627500
62	  0.637500
63	  0.647500
64	  0.657500
65	  0.667500
66	  0.677500
67	  0.687500
68	  0.697500
69	  0.707500
70	  0.717500
71	  0.727500
72	  0.737500
73	  0.747500
74	  0.757500
75	  0.767500
76	  0.777500
77	  0.787500
78	  0.797500
79	  0.807500
80	  0.817500
81	  0.827500
82	  0.837500
83	  0.847500
84	  0.857500
85	  0.867500
86	  0.877500
87	  0.887500
88	  0.897500
89	  0.907500
90	  0.917500
91	  0.927500
92	  0.937500
93	  0.947500
94	  0.957500
95	  0.967500
96	  0.977500
97	  0.987500
98	  0.997500
