soft_reset,PARM_LEARN,FINISH_STEP,ACCUMULATE_EVENT_MILITIME,EVENT_COUNT,EVENT_TH,TIME_CHANGE,IoU,Precision,Recall,Energy per inference,Spike Rate
True,False,2,80,False,0.05,,71.88,87.18,81.51,3.36059962080526e-08,2.2088136672973633
True,False,2,80,False,0.1,,63.61,81.28,75.97,1.7171890576150872e-08,1.1286529302597046
True,False,2,80,False,0.15,,62.76,83.76,73.41,1.3539701804177184e-08,0.8899208903312683
True,False,5,80,False,0.05,,37.5,37.5,100.0,1.6398719537846773e-07,10.778348922729492
