soft_reset,PARM_LEARN,FINISH_STEP,ACCUMULATE_EVENT_MILITIME,EVENT_COUNT,EVENT_TH,TIME_CHANGE,IoU,Precision,Recall,Energy per inference,Spike Rate
True,False,8,80,False,0.1,True,86.43,95.48,90.2,3.370511763023387e-07,5.540534019470215
True,False,8,80,False,0.15,False,79.58,88.37,89.49,1.7095196369609766e-07,2.810152292251587
True,False,8,80,False,0.15,True,86.33,94.89,90.73,1.7844197941485618e-07,2.933274984359741
