soft_reset,PARM_LEARN,FINISH_STEP,ACCUMULATE_EVENT_MILITIME,EVENT_COUNT,EVENT_TH,TIME_CHANGE,IoU,Precision,Recall,Energy per inference,Spike Rate
True,False,2,50,False,0.15,False,52.57,55.32,94.23,1.7234349058981024e-08,0.2833026349544525
True,False,2,50,False,0.15,True,58.1,65.51,87.97,1.1241988673305059e-08,0.1847987025976181
True,False,2,100,False,0.15,False,78.84,81.25,96.71,2.9061496320537117e-08,0.47772032022476196
